denverinquirer.com,0
denverpost.com,1
departedme.com,0
departedmedia.com,0
derfmagazine.com,0
desmoinesregister.com,1
detnews.com,1
detroit.cbslocal.com,1
dfw.cbslocal.com,1
disclose.tv,0
dispatch.com,1
diyhours.net,0
djournal.com,1
dmcityview.com,1
dnews.com,1
donaldtrumpnews.co,0
donaldtrumppotus45.com,0
dpa.com,1
duffelblog.com,0
duhprogressive.com,0
durangoherald.com,1
eastbayexpress.com,1
economist.com,1
elitedaily.com,1
empireherald.com,0
empirenews.net,0
empiresports.co,0
en.mediamass.net,0
endi.com,1
endingthefed.com,0
enduringvision.com,0
engadget.com,1
enhlive.com,0
enquirer.com,1
en-volve.com,0
eugeneweekly.com,1
examiner.com,1
factrider.com,0
fayobserver.com,1
fbnewscycle.com,0
federalisttribune.com,0
fedsalert.com,0
fellowshipoftheminds.com,0
firstpost.com,0
flanews.com,1
flashnewscorner.com,0
flexpolitics.com,0
floridasunpost.com,0
flyheight.com,0
focusnews.info,0
forbes.com,1
foreignaffairs.com,1
forfreedomworld.com,0
fortwayne.com,1
fosters.com,1
fox2now.com,1
fox5dc.com,1
fox5sandiego.com,1
foxnews.com,1
fox-news24.com,0
fprnradio.com,0
fredericknewspost.com,1
fredericksburg.com,1
freedomcrossroads.us,0
freedomdaily.com,0
freedomjunkshun.com,0
freedomsfinalstand.com,0
freeinfomedia.com,0
freep.com,1
freerepublic.com,0
free-times.com,1
freewoodpost.com,0
freshdailyreport.com,0
ft.com,1
gainesvillesun.com,1
gallupindependent.com,1
galvnews.com,1
gawker.com,1
gazette.com,1
gazetteonline.com,1
gellerreport.com,0
geoengineeringwatch.org,0
givemeliberty01.com,0
globalassociatednews.com,0
globalpoliticsnow.com,0
globalresearch.ca,0
globalrevolutionnetwork.com,0
goerie.com,1
goldpolitics.com,0
gomemphis.com,1
gomerblog.com,0
gothamist.com,1
govtslaves.info,0
granitestatenews.com,1
greenbaypressgazette.com,1
guerilla.news,0
gulagbound.com,0
gummypost.com,0
halfwaypost.com,0
hamptonroads.com,1
hangthebankers.com,0
harktheherald.com,1
hartfordadvocate.com,1
healthycareandbeauty.com,0
healthyworldhouse.com,0
heightpost.com,0
heraldnet.com,1
herald-review.com,1
heraldtribune.com,1
higherperspectives.com,0
honoluluweekly.com,1
hoosiertimes.com,1
hopestar.com,1
houstonchronicle-tv.com,0
h-ponline.com,1
huffingtonpost.com,1
huffpost.com,1
humansarefree.com,0
hutchnews.com,1
huzlers.com,0
idahonews.com,1
ideaspots.com,0
ifyouonlynews.com,0
illinoistimes.com,1
ilovenativeamericans.us,0
independent.co.uk,1
independentminute.com,0
indiatimes.com,0
indystar.com,1
indyweek.com,1
in-forum.com,1
infowars.com,0
infowars.com,0
inlander.com,1
intellihub.com,0
interestingdailynews.com,0
isthatlegit.com,0
itaglive.com,0
ithacatimes.com,1
jacksonville.com,1
jconline.com,1
jetpolitics.com,0
jewsnews.co.il,0
jonesreport.com,0
joplinglobe.com,1
journalgazette.net,1
journalnow.com,1
journalstar.com,1
journaltribune.com,1
jsonline.com,1
juneauempire.com,1
kagfeed.com,0
kbc14.com,0
kcal.com,1
kcbs.com,1
kcrg.com,1
kcst7.com,0
kctv.com,1
kdvr.com,1
keloland.com,1
kf13.com,0
kfor.com,1
kgw.com,1
kiro710.com,1
kmov.com,1
kmt11.com,0
knoxnews.com,1
kob.com,1
konkonsagh.biz,0
kpix.com,1
kplctv.com,1
kqed.org,1
krb7.com,0
krmg.com,1
kron.com,1
kron4.com,1
ksfy.com,1
kstatecollegian.com,1
ktbs.com,1
ktla.com,1
ktuu.com,1
ktvb.com,1
kty24news.com,0
kxan.com,1
ky12news.com,0
ladylibertysnews.com,0
lancasteronline.com,1
lansingstatejournal.com,1
laopinion.com,1
laraza.com,1
lastdeplorables.com,0
lasvegassun.com,1
latimes.com,1
laweekly.com,1
ldnews.com,1
learnprogress.org,0
leoweekly.com,1
lewrockwell.com,0
liberalamerica.org,0
liberalplug.com,0
libertyalliance.com,0
liberty-courier.com,0
libertymovementradio.com,0
libertytalk.fm,0
libertyvideos.org,0
lightlybraisedturnip.com,0
ljworld.com,1
lmtribune.com,1
local31news.com,0
londonwebnews.com,0
losangeles.cbslocal.com,1
lubbockonline.com,1
macedoniaonline.eu,0
madison.com,1
madworldnews.com,0
mailtribune.com,1
maine.info,1
majorthoughts.com,0
mashable.com,1
masslive.com,1
maxrepublican.com,0
mcall.com,1
mediamaxzone.com,0
memphisflyer.com,1
mentor2day.com,0
mercurynews.com,1
messenger-inquirer.com,1
metroactive.com,1
metroland.net,1
metropolitanworlds.com,0
metropulse.com,1
metrotimes.com,1
miamiherald.com,1
miaminewtimes.com,1
mic.com,1
minnesota.cbslocal.com,1
mirror.co.uk,1
mississippiherald.com,0
missoulanews.com,1
missoulian.com,1
mlive.com,1
mminfo24.com,0
mnnews.com,1
montgomeryadvertiser.com,1
mountainx.com,1
msn.com,1
msnbc.com,1
mtstandard.com,1
myfoxla.com,1
mysanantonio.com,1
nashuatelegraph.com,1
nashvillescene.com,1
nation.com.pk,0
nationalreport.net,0
nationalreview.com,1
nativeamericans.us,0
nativestuff.us,0
naturalnews.com,0
nbc.com.co,0
nbc11.com,1
nbc30.com,1
nbc4.com,1
nbcchicago.com,1
nbcdfw.com,1
nbclosangeles.com,1
nbcmiami.com,1
nbcnews.com,1
nbcnewyork.com,1
nbcphiladelphia.com,1
nbcsandiego.com,1
nbcwashington.com,1
ncnn.com,1
ncscooper.com,0
necn.com,1
neonnettle.com,0
neonnettle.com,0
nephef.com,0
nevadaappeal.com,1
newcity.com,1
newpoliticstoday.com,0
news10.com,1
news12.com,1
news14.com,1
news4ktla.com,0
newsbiscuit.com,0
newsbreakhere.com,0
newsbreakingspipe.com,0
newsbreakshere.com,0
newsbysquad.com,0
newschannel5.com,1
newschannel9.com,1
newsconservative.com,0
newsdaily12.com,0
newsday.com,1
newsexaminer.net,0
newsfeedhunter.com,0
newsformetoday.com,0
news-gazette.com,1
news-journalonline.com,1
newsjustforyou1.blogspot.com,0
newsleak.co,0
newslo.com,0
newsminer.com,1
newsmutiny.com,0
newsoftrump.com,0
newsok.com,1
newsphd.com,0
newspunch.com,0
news-record.com,1
newsuptoday.com,0
newsweek.com,1
newswire-24.com,0
newszap.com,1
newtimesbpb.com,1
newyork.cbslocal.com,1
newyorker.com,1
newzmagazine.com,0
nextshark.com,1
nj.com,1
njherald.com,1
nnettle.com,0
nodisinfo.com,0
normantranscript.com,1
notallowedto.com,0
notiuno.com,1
now8news.com,0
nowtheendbegins.com,0
npr.org,1
nunadisbereel.com,0
nuvo.net,1
ny1.com,1
nydailynews.com,1
nydailynews-tv.com,0
nyeveningnews.com,0
nyjournalnews.com,1
nynews.com,1
nypost.com,1
nypost.com,1
nypress.com,1
nytimes.com,1
oaklandtribune.com,1
observer.com,1
observeronline.news,0
occupydemocrats.com,0
ocregister.com,1
okgazette.com,1
omaha.com,1
onepoliticalplaza.com,0
online.wsj.com,1
openmagazines.com,0
oregonlive.com,1
orlandosentinel.com,1
orlandoweekly.com,1
other98.com,0
ourlandofthefree.com,0
pacific.bizjournals.com,1
pakalertpress.com,0
pantagraph.com,1
paragoulddailypress.com,1
patriotcrier.com,0
patriotswalk.us,0
patriotusa.website,0
pbcommercial.com,1
pbs.org,1
peninsulaclarion.com,1
persecutes.com,0
pewresearch.org,1
philadelphia.cbslocal.com,1
philly.com,1
phillyvoice.com,1
phoenixnewtimes.com,1
policetask.com,0
politicalblindspot.com,0
politicalears.com,0
politicalmayhem.news,0
politicalo.com,0
politicass.com,0
politico.com,1
politicono.com,0
politicops.com,0
politicot.com,0
politicsedge.com,0
politicsfast.com,0
politicsfocus.com,0
politicsmate.com,0
politicspaper.com,0
politicstec.com,0
politicsusanews.com,0
politicsvision.com,0
politicususa.com,0
positivedaily.com,0
postcard.news,0
post-gazette.com,1
president45donaldtrump.com,0
pressofatlanticcity.com,1
presstelegram.com,1
prisonplanet.com,0
prntly.com,0
projo.com,1
proudleader.com,0
ptinews.com,1
puertorico-herald.org,1
puppetstringnews.com,0
puppetstringnews.com,0
qctimes.com,1
react365.com,0
readconservatives.news,0
realfarmacy.com,0
realnewsrightnow.com,0
rearfront.com,0
redcountry.us,0
redflagnews.com,0
redinfo.us,0
redpolitics.us,0
redrocktribune.com,0
redstate.com,0
reflectionofmind.org,0
registerguard.com,1
register-herald.com,1
religionlo.com,0
religionmind.com,0
reuters.com,1
reviewjournal.com,1
revolutions2040.com,0
rftstl.com,1
rightwingtribune.com,0
rilenews.com,0
riverfronttimes.com,1
rnews.com,1
rochester-citynews.com,1
rockcitytimes.com,0
rogue-nation3.com,0
rollcall.com,1
rumorjournal.com,0
rutlandherald.com,1
rwnofficial.com,0
salon.com,1
sandiegoreader.com,1
sanfrancisco.cbslocal.com,1
santafenewmexican.com,1
satiratribune.com,0
seacoastonline.com,1
seattlepi.com,1
seattletimes.com,1
seattletimes.nwsource.com,1
seattleweekly.com,1
sfbg.com,1
sfgate.com,1
signonsandiego.com,1
siouxcityjournal.com,1
slate.com,1
smag31.com,0
snoopack.com,0
socialeverythings.com,0
southernconservativeextra.com,0
specialnewsusa.com,0
spinzon.com,0
sptimes.com,1
standard.net,1
starbanner.com,1
stargazettenews.com,1
startribune.com,1
statesman.com,1
states-tv.com,0
stgeorgegazette.com,0
stillnessinthestorm.com,0
stjoenews-press.com,1
stltoday.com,1
stuppid.com,0
success-street.com,0
sun-sentinel.com,1
suntimes.com,1
supremepatriot.com,0
swtimes.com,1
syracuse.com,1
tallahassee.com,1
tampa.cbslocal.com,1
tdtalliance.com,0
teaparty.org,0
techcrunch.com,1
teddystick.com,0
telegram.com,1
telegraph.co.uk,1
tennessean.com,1
teoinfo.com,0
texarkanagazette.com,1
thatviralfeed.net,0
theadvocate.com,1
theamericanews.co,0
theatlantic.com,1
thebigriddle.com,0
theblaze.com,0
theblaze.com,1
thebostontribune.com,0
thecanadianpress.com,1
theconservativetreehouse.com,0
thedailybeast.com,1
thedailypage.com,1
thedailysheeple.com,0
theday.com,1
thedcgazette.com,0
theexaminer.site,0
thefreethoughtproject.com,0
thegatewaypundit.com,0
the-global-news.com,0
theguardian.com,1
thehill.com,1
the-insider.co,0
theintercept.com,1
theinternetpost.net,0
thelapine.ca,0
thelastlineofdefense.org,0
thelibertyraise.com,0
themiamigazette.com,0
themoralofthestory.us,0
thenationalmarijuananews.com,0
thenet24h.com,0
thenewsnerd.com,0
thenewyorkevening.com,0
theonion.com,0
thepeoplescube.com,0
thepoliticalinsider.com,0
the-postillon.com,0
the-postillon.com,0
thepremiumnews.com,0
theracketreport.com,0
thereader.com,1
therealshtick.com,0
therightists.com,0
therooster.com,0
therundownlive.com,0
theseattletribune.com,0
thesmokersclub.com,0
thesolexchange.com,0
thespoof.com,0
thestranger.com,1
thetowntalk.com,1
thetrumpmedia.com,0
theunionleader.com,1
theusaconservative.com,0
theusa-news.com,0
theuspatriot.com,0
thewashingtonpress.com,0
theworldupdate.com,0
thirdestatenewsgroup.com,0
thnt.com,1
time.com,1
times.com.mx,0
timesargus.com,1
timesfreepress.com,1
timesleader.com,1
timesunion.com,1
tmnews.com,1
tmzworldnews.com,0
toledoblade.com,1
topalertnews.com,0
topinfopost.con,0
totalpolitical.com,0
trainnews.info,0
trib.com,1
trueamericans.me,0
truetrumpers.com,0
truthfeednews.com,0
truthfrequencyradio.com,0
tucsonweekly.com,1
tulsaworld.com,1
tuscaloosanews.com,1
tv.ksl.com,1
twincities.com,1
twitchy.com,0
unconfirmedsources.com,0
undergroundnewsreport.com,0
universaleinfo.com,0
universepolitics.com,0
upi.com,1
upworthy.com,1
urbanimagemagazine.com,0
urdoca.com,0
us.cnn.com,1
usa360-tv.com,0
usaconservativereport.com,0
usadailyinfo.com,0
usadailypost.us,0
usadailythings24.com,0
usadailytime.com,0
usadosenews.com,0
usafirstinformation.com,0
usanews4u.us,0
usanewsflash.com,0
usanewshome.com,0
usanewstoday.com,0
usapolitics24hrs.com,0
usapoliticsnow.com,0
usapoliticstoday.com,0
usapoliticszone.com,0
usa-radio.com,0
usasnich.com,0
usasupreme.com,0
usa-television.com,0
usatoday.com,1
usatoday.com.co,0
usatodaynews.me,0
usaworldbox.com,0
ushealthyadvisor.com,0
ushealthylife.com,0
usherald.com,0
usinfonews.com,0
usnews.com,1
uspoliticsinfo.com,0
uspoln.com,0
uspostman.com,0
ussanews.comnews1,0
ustruthwire.com,0
usuncut.com,0
veteransfordonaldtrump.com,0
veteranstoday.com,0
vice.com,1
villagevoice.com,1
viralactions.com,0
viralcords.com,0
viralitythings.us,0
viralnewspbs.site,0
vox.com,1
voxtribune.com,0
wakingupwisconsin.com,0
washington.bizjournals.com,1
washington.cbslocal.com,1
washingtoncitypaper.com,1
washingtonevening.com,0
washingtonfeed.com,0
washingtonpost.com,1
washingtonpost.com.co,0
washingtontimes.com,1
wazanews.tk,0
wbal.com,1
wboc.com,1
wcax.com,1
webviners.com,0
weconservative.com,0
weekendpoliticalnews.com,0
weeklystandard.com,1
weeklyworldnews.com,0
welovenative.com,0
werk35.com,0
westfieldpost.com,0
westhawaiitoday.com,1
westword.com,1
wetheproudpatriots.com,0
wfaa.com,1
wfla.com,1
wgntv.com,1
whas11.com,1
whatdoesitmean.com,0
whdh.com,1
whydontyoutrythis.com,0
wideawakeamerica.com,0
winningdemocrats.com,0
witscience.org,0
wjla.com,1
wkrn.com,1
wnbc.com,1
wnd.com,0
wnewsj.com,1
woi-tv.com,1
world.politics.com,0
worldnews-24.press,0
worldnewscircle.com,0
worldnewsdailyreport.com,0
worldnewsreport.com,0
worldpoliticsnow.com,0
worldtruth.tv,0
wqad.com,1
wral.com,1
wrpm33.com,0
wsbtv.com,1
wsj.com,1
wsvn.com,1
wtop.com,1
wtop.com,1
wvgazette.com,1
wwltv.com,1
wy21news.com,0
wyomingnews.com,1
yahoo.com,1
yellowstone.net,1
yournewswire.com,0
yumasun.com,1
