adn.com,GoDaddy.com LLC,Registration Private,Domains By Proxy LLC,US,Yes,26.89,31.02,4.13,0.88,No,No,No,No,DOMAINCONTROL,No,3,No,No,,,0,,0,,Yes,,,,1
ajc.com,CSC CORPORATE DOMAINS INC.,Domain Admin,Cox Media Group,US,Yes,27.36,28.02,0.66,0.35,No,No,No,No,AJCDNS,No,3,Yes,Yes,Amazon,US,1.08,No,54,Yes,No,AS14618,US,Amazon.com Inc.,1
al.com,CSC CORPORATE DOMAINS INC.,Domain Administrator,Advance Local Media,US,Yes,24.46,25.02,0.56,1.45,No,No,No,No,P09,No,2,No,No,,,0,,0,,Yes,,,,1
alabamaobserver.com,Key-Systems GmbH,Domain Admin,Hush Whois Protection Ltd.,SC,Yes,3.77,4,0.23,0.77,Yes,No,No,No,PARKINGCREW,No,15,No,No,,,0,,0,,Yes,,,,0
aljazeera.com,MarkMonitor Inc.,Domain Administrator,DNStination Inc.,US,Yes,25.49,30.02,4.53,1.12,No,No,No,No,AWSDNS,No,9,Yes,Yes,DigiCert SHA2 High Assurance Server CA,US,2.19,No,2,Yes,No,AS16509,SE,Amazon.com Inc.,1
americanflavor.news,,,,,No,0,0,0,0,Yes,No,No,No,,Yes,14,No,No,,,0,,0,,Yes,,,,0
americanjournalreview.com,GoDaddy.com LLC,Registration Private,Domains By Proxy LLC,US,Yes,6.03,7.01,0.98,0.02,Yes,No,No,No,DOMAINCONTROL,No,21,Yes,Yes,Go Daddy Secure Certificate Authority - G2,US,1.09,No,2,No,No,AS26496,US,GoDaddy.com LLC,0
americannews.com,Launchpad Inc. (HostGator),Domain Admin,Privacy Protect LLC (PrivacyProtect.org),US,Yes,19.54,22.02,2.47,0.79,Yes,Yes,No,No,NS,No,12,Yes,Yes,Cloudflare Inc ECC CA-3,US,1,No,3,Yes,No,AS13335,US,Cloudflare Inc.,0
americannewsx.com,DYNADOT LLC,Super Privacy Service LTD c/o Dynadot,,US,Yes,7.07,8.01,0.94,0.09,Yes,Yes,No,No,BRAINYDNS,No,13,No,No,,,0,,0,,Yes,,,,0
americanpeoplenetwork.com,GoDaddy.com LLC,Registration Private,Domains By Proxy LLC,US,Yes,0.44,1,0.56,0.17,Yes,No,No,No,THEDNSCLOUD,No,21,No,No,,,0,,0,,Yes,,,,0
americanpoliticnews.co,NAMECHEAP INC,REDACTED FOR PRIVACY,Privacy service provided by Withheld for Privacy ehf,IS,Yes,0.86,1,0.14,0.84,Yes,Yes,No,No,hostresolver,No,19,No,No,,,0,,0,,Yes,,,,0
americanpresident.co,,,,,No,0,0,0,0,Yes,No,No,No,,No,17,No,No,,,0,,0,,Yes,,,,0
americantoday.us,Communigal Communication Ltd,,,,No,0.79,1,0.21,0.29,Yes,No,No,No,above,No,13,No,No,,,0,,0,,Yes,,,,0
americasfreedomfighters.com,FastDomain Inc.,DOMAIN PRIVACY SERVICE FBO REGISTRANT,THE ENDURANCE INTERNATIONAL GROUP INC.,US,Yes,7.8,8.01,0.21,0.95,Yes,No,No,No,NS,No,23,No,No,,,0,,0,,Yes,,,,0
americaslastlineofdefense.org,DYNADOT LLC,Super Privacy Service LTD c/o Dynadot,,US,Yes,0.83,1,0.17,0.05,Yes,No,No,No,DYNADOT,No,25,No,No,,,0,,0,,Yes,,,,0
americatalks.com,GoDaddy.com LLC,Registration Private,Domains By Proxy LLC,US,Yes,19.19,20.01,0.83,0.17,Yes,No,No,No,DOMAINCONTROL,No,12,No,No,,,0,,0,,Yes,,,,0
amplifyingglass.com,TurnCommerce Inc. DBA NameBright.com,Domain Admin / This Domain is For Sale,HugeDomains.com,US,Yes,7.5,8.01,0.5,0.49,No,No,No,No,NAMEBRIGHTDNS,No,15,No,No,,,0,,0,,Yes,,,,0
amposts.com,Hosting Concepts B.V. d/b/a Registrar.eu,REDACTED FOR PRIVACY,Privacy Protection,US,Yes,0.14,1,0.86,0.14,Yes,No,No,No,SAV,No,7,No,No,,,0,,0,,Yes,,,,0
a-news24.com,NAMECHEAP INC,Withheld for Privacy Purposes,Privacy service provided by Withheld for Privacy ehf,IS,Yes,1.7,2,0.3,0.78,Yes,Yes,Yes,Yes,ESM33,No,8,No,No,,,0,,0,,Yes,,,,0
anews24.org/,DropCatch.com 412 LLC,Private Registration,NameBrightPrivacy.com,US,Yes,0.82,1,0.18,0.03,Yes,Yes,Yes,No,NAMEBRIGHTDNS,Yes,7,No,No,,,0,,0,,Yes,,,,0
angrypatriotmovement.com,GoDaddy.com LLC,,Seo Marketing,ID,No,5.76,6.01,0.25,0.15,Yes,No,No,No,NS,No,20,Yes,Yes,Cloudflare Inc ECC CA-3,US,1,No,3,Yes,No,AS13335,US,Cloudflare Inc.,0
anonews.co,ENOM INC.,REDACTED FOR PRIVACY,Data Protected,US,Yes,5.8,6,0.21,0.98,No,Yes,No,No,liquidweb,No,7,No,No,,,0,,0,,Yes,,,,0
anonjekloy.tk,,,,,No,0,0,0,0,No,No,No,No,,No,10,No,No,,,0,,0,,Yes,,,,0
antinews.com,TUCOWS INC.,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,NL,Yes,18.07,19.01,0.94,0.06,No,Yes,No,No,,No,8,No,No,,,0,,0,,Yes,,,,0
ap.org,Network Solutions LLC,Statutory Masking Enabled,The Associated Press,US,Yes,30.21,37.02,6.81,3.19,No,No,No,No,AKAM,No,2,Yes,Yes,GeoTrust RSA CA 2018,US,1.01,No,74,No,No,AS16625,US,Akamai Technologies Inc.,1
app.com,MarkMonitor Inc.,DNS Administrator,Gannett Satellite Information Network Inc.,US,No,27.26,28.02,0.76,0.33,No,No,No,No,P04,No,3,No,No,,,0,,0,,Yes,,,,1
ardmoreite.com,MarkMonitor Inc.,Domain Administrator,Gatehouse Media LLC,US,Yes,25.09,27.01,1.92,0.17,No,No,No,No,P04,No,10,No,No,,,0,,0,,Yes,,,,1
argusleader.com,MarkMonitor Inc.,,Multimedia Holdings Corporation,US,No,25.57,26.02,0.45,0.64,Yes,No,No,No,P05,No,11,No,No,,,0,,0,,Yes,,,,1
arkansasbusiness.com,Network Solutions LLC,Arkansas Business Publishing Group,Arkansas Business Publishing Group,US,No,21.83,22.02,0.19,4.98,Yes,No,No,No,WORLDNIC,No,16,Yes,Yes,Sectigo RSA Domain Validation Secure Server CA,GB,1.02,No,2,No,No,AS14061,US,DigitalOcean LLC,1
arktimes.com,Network Solutions LLC,ARKANSAS TIMES NEWSPAPER,ARKANSAS TIMES NEWSPAPER,US,No,24.59,25.02,0.43,2.74,Yes,No,No,No,WORLDNIC,No,8,No,No,,,0,,0,,Yes,,,,1
armyusanews.com,Alibaba Cloud Computing (Beijing) Co. Ltd.,,,CN,No,1.16,1,-0.16,0.06,Yes,Yes,No,No,HICHINA,No,11,No,No,,,0,,0,,Yes,,,,0
artvoice.com,GoDaddy.com LLC,,Artvoice,US,No,25.54,26.02,0.48,0.52,Yes,No,No,No,DOMAINCONTROL,No,8,Yes,Yes,Go Daddy Secure Certificate Authority - G2,US,1.09,No,2,No,No,AS398101,US,GoDaddy.com LLC,1
asamericanasapplepie.org,1&1 IONOS SE,REDACTED FOR PRIVACY,1&1 Internet Inc,US,Yes,2.01,3,0.99,0,Yes,No,No,No,NS36,No,20,Yes,Yes,Encryption Everywhere DV TLS CA - G1,US,1,No,2,Yes,No,AS47846,DE,SEDO GmbH,0
associatedmediacoverage.com,GoDaddy.com LLC,Registration Private,Domains By Proxy LLC,US,Yes,5.62,6.01,0.38,0.61,Yes,No,No,No,SERVERS,No,23,No,No,,,0,,0,,Yes,,,,0
atlanta.creativeloafing.com,GoDaddy.com LLC,,The Networked Planet,US,No,25.9,26.02,0.12,0.88,No,No,No,No,DOMAINCONTROL,No,23,No,No,,,0,,0,,Yes,,,,1
attitude.co.uk,Key-Systems GmbH [Tag = KEY-SYSTEMS-DE],,,,No,0,0,6.14,3.6,No,No,No,No,,No,11,Yes,Yes,Cloudflare Inc ECC CA-3,US,1,No,3,Yes,No,AS13335,US,Cloudflare Inc.,0
augustachronicle.com,MarkMonitor Inc.,Domain Administrator,Gatehouse Media LLC,US,Yes,25.52,26.02,0.5,1.31,Yes,No,No,No,P05,No,16,No,No,,,0,,0,,Yes,,,,1
aurora-news.us,Communigal Communication Ltd,,,,No,0.37,1,0.63,0.05,No,Yes,No,Yes,domainmx,No,11,No,No,,,0,,0,,Yes,,,,0
autonews.com,TLDS LLC. d/b/a SRSPlus,Legal Dept,Crain Management Services Inc,US,No,23.89,27.02,3.12,1.98,No,Yes,No,No,AWSDNS,No,8,Yes,Yes,Amazon,US,1.08,No,4,No,No,AS16509,US,Amazon.com Inc.,1
avpress.com,NETWORK SOLUTIONS LLC.,PERFECT PRIVACY LLC,,US,Yes,26.16,31.02,4.86,0.31,Yes,No,No,No,WORLDNIC,No,7,Yes,Yes,ZeroSSL ECC Domain Secure Site CA,AT,0.25,No,2,No,No,AS10668,US,Lee Enterprises Inc.,1
awarenessact.com,NAMECHEAP INC,Withheld for Privacy Purposes,Privacy service provided by Withheld for Privacy ehf,IS,Yes,9.14,11.01,1.87,3.16,No,No,No,No,NS,No,12,Yes,Yes,Cloudflare Inc ECC CA-3,US,1,No,2,Yes,No,AS13335,US,Cloudflare Inc.,0
azcentral.com,MarkMonitor Inc.,,Phoenix Newspapers Inc.,US,No,26.2,27.02,0.81,0.27,No,No,No,No,P07,No,9,Yes,Yes,DigiCert TLS RSA SHA256 2020 CA1,US,1.05,No,411,Yes,No,AS14446,US,Central Newspapers Technologies Inc.,1
azstarnet.com,GoDaddy.com LLC,,Arizona Daily Star,US,No,26.69,27.02,0.33,0.66,Yes,No,No,No,P06,No,9,Yes,Yes,ZeroSSL ECC Domain Secure Site CA,AT,0.25,No,3,No,No,AS10668,US,Lee Enterprises Inc.,1
babylonbee.com,Cloudflare Inc.,DATA REDACTED,DATA REDACTED,US,Yes,5.63,7.01,1.37,2.6,No,No,No,No,NS,No,10,Yes,Yes,Cloudflare Inc ECC CA-3,US,1,No,3,Yes,No,AS13335,US,Cloudflare Inc.,0
baltimoresun.com,BRANDSIGHT INC.,DOMAIN ADMINISTRATOR,TRIBUNE PUBLISHING COMPANY LLC,US,Yes,23.96,25.01,1.06,0.62,Yes,No,No,No,TRIBPUB,No,12,Yes,Yes,Amazon,US,1.08,No,7,No,No,AS16509,US,Amazon.com Inc.,1
bannedinformation.com,Name.com Inc.,Whois Agent,Domain Protection Services Inc.,US,Yes,0.92,2,1.08,0.63,Yes,No,No,No,NAME,No,17,No,No,,,0,,0,,Yes,,,,0
baynews9.com,CSC CORPORATE DOMAINS INC.,Domain Admin,Charter Communications Operating LLC,US,Yes,24.63,25.02,0.39,0.62,No,Yes,Yes,No,AWSDNS,No,8,Yes,Yes,DigiCert SHA2 Secure Server CA,US,1.02,No,38,No,No,AS14618,US,Amazon.com Inc.,1
bb4sp.com,GoDaddy.com LLC,Registration Private,Domains By Proxy LLC,US,Yes,6.55,7.01,0.45,0.63,No,No,Yes,No,NS,No,5,Yes,Yes,Cloudflare Inc ECC CA-3,US,1,No,3,Yes,No,AS13335,US,Cloudflare Inc.,0
bbc.com,TUCOWS INC.,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,GB,Yes,32.24,41.02,8.79,0.24,No,No,No,No,BBC,No,3,Yes,Yes,GlobalSign RSA OV SSL CA 2018,BE,1.09,No,5,No,No,AS54113,US,Fastly,1
bdtonline.com,GoDaddy.com LLC,,Bluefield Daily Telegraph,US,No,25.35,26.01,0.67,0.49,No,No,No,No,DOMAINCONTROL,No,9,Yes,Yes,ZeroSSL ECC Domain Secure Site CA,AT,0.25,No,3,No,No,AS10668,US,Lee Enterprises Inc.,1
beforeitsnews.com,GoDaddy.com LLC,Registration Private,Domains By Proxy LLC,US,Yes,14.06,22.02,7.96,0.47,No,Yes,No,No,NS,No,13,Yes,Yes,Cloudflare Inc ECC CA-3,US,1,No,3,Yes,No,AS13335,US,Cloudflare Inc.,0
benjaminfulford.typepad.com,Domain.com LLC,Domain Manager,Endurance International Group,US,Yes,18.52,24.02,5.5,0.18,No,No,No,No,NS,No,23,Yes,Yes,Cloudflare Inc ECC CA-3,US,1,No,3,Yes,No,AS13335,US,Cloudflare Inc.,0
bergen.com,MarkMonitor Inc.,,Gannett Co. Inc.,US,No,26.63,27.02,0.39,0.69,No,No,No,No,P06,No,6,No,No,,,0,,0,,Yes,,,,1
bestofneworleans.com,Network Solutions LLC,PERFECT PRIVACY LLC,,US,Yes,24.65,29.02,4.37,3.37,No,No,No,No,THEADVOCATE,No,16,Yes,Yes,ZeroSSL ECC Domain Secure Site CA,AT,0.25,No,3,No,No,AS10668,US,Lee Enterprises Inc.,1
bestthings.us,Communigal Communication Ltd,,,,No,0.34,1,0.66,0.05,No,No,No,No,domainmx,No,10,No,No,,,0,,0,,Yes,,,,0
bhamweekly.com,GoDaddy.com LLC,,,US,No,24.28,25.01,0.73,0.27,Yes,No,No,No,SHOCKHOSTING,No,10,No,No,,,0,,0,,Yes,,,,1
bigamericannews.com,GoDaddy.com LLC,Registration Private,Domains By Proxy LLC,US,Yes,7.1,9.01,1.9,0.09,Yes,Yes,No,No,DOMAINCONTROL,No,15,No,No,,,0,,0,,Yes,,,,0
billingsgazette.com,TUCOWS INC.,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,US,Yes,23.5,24.01,0.51,0.57,Yes,No,No,No,TOWNNEWS,No,15,Yes,Yes,ZeroSSL ECC Domain Secure Site CA,AT,0.25,No,3,No,No,AS10668,US,Lee Enterprises Inc.,1
bipartisanreport.com,Cloudflare Inc.,DATA REDACTED,DATA REDACTED,US,Yes,9.65,10.01,0.36,1.86,Yes,No,No,No,NS,No,16,Yes,Yes,Cloudflare Inc ECC CA-3,US,1,No,3,Yes,No,AS13335,US,Cloudflare Inc.,0
bismarcktribune.com,TUCOWS INC.,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,US,Yes,22.68,23.02,0.34,0.74,Yes,No,No,No,TOWNNEWS,No,15,Yes,Yes,ZeroSSL ECC Domain Secure Site CA,AT,0.25,No,3,No,No,AS10668,US,Lee Enterprises Inc.,1
blackinsurancenews.com,GoDaddy.com LLC,Registration Private,Domains By Proxy LLC,US,Yes,7.61,8.01,0.4,0.62,No,Yes,No,No,PARKLOGIC,No,18,No,No,,,0,,0,,Yes,,,,0
bleacherreport.com,Moniker Online Services LLC,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,US,Yes,16.21,17.01,0.8,0.2,Yes,No,No,No,AWSDNS,No,14,Yes,Yes,GlobalSign Atlas R3 DV TLS CA 2020,BE,1.09,No,1,No,No,AS54113,US,Fastly,1
blingnews.com,,,,,,0,0,0,0,No,Yes,No,No,,No,9,No,No,,,0,,0,,Yes,,,,0
blog.veterantv.net,NAMECHEAP INC,Withheld for Privacy Purposes,Privacy service provided by Withheld for Privacy ehf,IS,Yes,5.26,6,0.74,0.34,Yes,No,No,No,REGISTRAR,No,14,No,No,,,0,,0,,Yes,,,,0
bloomberg.com,CSC CORPORATE DOMAINS INC.,Internic Admin,Bloomberg Finance L.P.,US,No,28.03,29.02,0.99,0.13,No,No,No,No,P01,No,9,Yes,Yes,DigiCert SHA2 Extended Validation Server CA,US,1.08,No,1,No,No,AS10361,US,Bloomberg LP,1
bluelinestrong.net,,,,,,0,0,0,0,No,No,No,No,,No,14,No,No,,,0,,0,,Yes,,,,0
bluenationreview.com,GoDaddy.com LLC,Registration Private,Domains By Proxy LLC,US,Yes,7.44,8.01,0.56,0.44,Yes,No,No,No,DOMAINCONTROL,No,16,No,No,,,0,,0,,Yes,,,,0
bluevision.news,,,,,No,0,0,0,0,Yes,No,No,No,,Yes,10,No,No,,,0,,0,,Yes,,,,0
bluevisionpost.com,,,,,,0,0,0,0,Yes,No,No,No,,No,14,No,No,,,0,,0,,Yes,,,,0
bohemian.com,GoDaddy Online Services Cayman Islands Ltd.,PrivacyDotLink Customer 552771,,KY,Yes,26.94,31.02,4.08,0.97,No,No,No,No,NS,No,8,Yes,Yes,Cloudflare Inc ECC CA-3,US,1,No,3,Yes,No,AS13335,US,Cloudflare Inc.,1
boiseweekly.com,GoDaddy.com LLC,,APG West,US,No,24.48,25.02,0.54,0.46,Yes,No,No,No,DOMAINCONTROL,No,11,Yes,Yes,ZeroSSL ECC Domain Secure Site CA,AT,0.25,No,3,No,No,AS10668,US,Lee Enterprises Inc.,1
boston.cbslocal.com,MarkMonitor Inc.,,CBS Television Stations Digital Media Group,US,No,16.1,17.01,0.91,1.18,Yes,No,No,No,WORDPRESS,No,15,No,No,,,0,,0,,Yes,,,,1
boston.com,New Frontier Inc.,Whois Agent,Domain Protection Services Inc.,US,Yes,26.29,27.8,1.51,0.78,No,No,No,No,NS,No,6,Yes,Yes,Cloudflare Inc ECC CA-3,US,1,No,3,Yes,No,AS13335,US,Cloudflare Inc.,1
bostonglobe.com,New Frontier Inc.,Whois Agent,Domain Protection Services Inc.,US,Yes,23.73,27.02,3.29,0.78,No,No,No,No,NS,No,11,Yes,Yes,DigiCert SHA2 High Assurance Server CA,US,1.09,No,26,Yes,No,AS11207,US,BOSTONGLOBENET,1
bostonherald.com,Network Solutions LLC,PERFECT PRIVACY LLC,,US,Yes,26.39,28.02,1.63,3.59,Yes,No,No,No,AWSDNS,No,12,No,No,,,0,,0,,Yes,,,,1
bostonleader.com,Cloudflare Inc.,DATA REDACTED,DATA REDACTED,US,Yes,5.06,6,0.94,0.14,No,No,No,No,NS,No,12,Yes,Yes,Cloudflare Inc ECC CA-3,US,1,No,3,Yes,No,AS13335,US,Cloudflare Inc.,0
bostonphoenix.com,TIERRANET INC. DBA DOMAINDISCOVER,Whois Privacy Service,Whois Privacy Service,US,Yes,25.95,27.02,1.07,0.16,No,No,No,No,DREAMHOST,No,13,No,No,,,0,,0,,Yes,,,,1
bostontribune.com,ENOM INC.,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,US,Yes,11.62,12.01,0.39,0.54,Yes,No,No,No,AFTERNIC,No,13,No,No,,,0,,0,,Yes,,,,0
boulderweekly.com,GoDaddy.com LLC,Registration Private,Domains By Proxy LLC,US,Yes,25.4,26.02,0.62,1.44,Yes,No,No,No,BLUEHOST,No,13,No,No,,,0,,0,,Yes,,,,1
bozemandailychronicle.com,GoDaddy.com LLC,,Pioneer News Group,US,No,21.95,22.02,0.07,0.93,Yes,No,No,No,TOWNNEWS,No,21,Yes,Yes,ZeroSSL ECC Domain Secure Site CA,AT,0.25,No,3,No,No,AS10668,US,Lee Enterprises Inc.,1
breakingnews247.net,GANDI SAS,REDACTED FOR PRIVACY,Mediavibes SARL,FR,Yes,4.95,5,0.06,0.94,Yes,Yes,Yes,No,NS,No,15,Yes,Yes,Cloudflare Inc ECC CA-3,US,1,No,3,Yes,No,AS13335,US,Cloudflare Inc.,0
breakingnews365.net,GANDI SAS,REDACTED FOR PRIVACY,Mediavibes SARL,FR,Yes,4.95,5,0.06,0.94,Yes,Yes,Yes,No,NS,No,15,Yes,Yes,Cloudflare Inc ECC CA-3,US,1,No,3,Yes,No,AS13335,US,Cloudflare Inc.,0
breakingnewsblast.com,GMO INTERNET INC.,Kenji Hiraiwa,GMO DigiRock Inc.,JP,No,0.44,1,0.56,0.4,Yes,Yes,No,No,MD,No,17,No,No,,,0,,0,,Yes,,,,0
breakingtop.world,,,,,No,0,0,0,0,Yes,No,No,No,,Yes,11,No,No,,,0,,0,,Yes,,,,0
breitbart.com,GoDaddy.com LLC,Registration Private,Domains By Proxy LLC,US,Yes,22.57,27.02,4.45,4.34,No,No,No,No,NS,No,9,Yes,Yes,Sectigo RSA Domain Validation Secure Server CA,GB,1.93,No,2,Yes,No,AS15169,US,Google LLC,0
buffalo.com,GoDaddy.com LLC,,The Buffalo News Inc.,US,No,23.14,24.01,0.88,0.12,No,No,No,No,AWSDNS,No,7,Yes,Yes,ZeroSSL ECC Domain Secure Site CA,AT,0.25,No,2,No,No,AS10668,US,Lee Enterprises Inc.,1
burrardstreetjournal.com,NAMECHEAP INC,Withheld for Privacy Purposes,Privacy service provided by Withheld for Privacy ehf,IS,Yes,5.49,6,0.52,0.52,Yes,No,No,No,REGISTRAR,No,20,No,No,,,0,,0,,Yes,,,,0
businessinsider.com,GoDaddy.com LLC,Registration Private,Domains By Proxy LLC,US,Yes,23.59,24.53,0.93,0.29,Yes,No,No,No,P03,No,15,Yes,Yes,GlobalSign Atlas R3 DV TLS CA 2020,BE,1.09,No,1,No,No,AS54113,US,Fastly,1
buzzfeed.com,MarkMonitor Inc.,,BuzzFeed Inc.,US,No,19.16,20.01,0.85,1.24,Yes,No,No,No,AWSDNS,No,8,Yes,Yes,Amazon,US,1.08,No,2,Yes,No,AS16509,US,Amazon.com Inc.,1
buzzfeedusa.com,GoDaddy.com LLC,,Milen Radumilo,RO,No,5.17,6,0.83,0,Yes,No,No,No,RENTONDC,No,11,No,No,,,0,,0,,Yes,,,,0
cabinet.com,GoDaddy.com LLC,,NCAP LLC,US,No,26.64,27.02,0.38,4.53,No,No,No,No,AWSDNS,No,7,Yes,Yes,Amazon,US,1.08,No,48,Yes,No,AS14618,US,Amazon.com Inc.,1
caller.com,MarkMonitor Inc.,,Journal Media Group Inc.,US,No,25.77,26.02,0.25,0.84,Yes,No,No,No,P01,No,6,No,No,,,0,,0,,Yes,,,,1
callthecops.net,FastDomain Inc.,DOMAIN PRIVACY SERVICE FBO REGISTRANT,THE ENDURANCE INTERNATIONAL GROUP INC.,US,Yes,8.36,9.01,0.65,0.39,No,No,No,No,NS,No,11,No,No,,,0,,0,,Yes,,,,0
cannasos.com,GoDaddy.com LLC,Registration Private,Domains By Proxy LLC,US,Yes,7.43,8.01,0.57,0.43,No,No,No,No,NS,No,8,Yes,Yes,Sectigo RSA Domain Validation Secure Server CA,GB,1.09,No,2,Yes,No,AS63949,US,Linode LLC,0
cantonrep.com,MarkMonitor Inc.,,The Repository,US,No,24.94,26.01,1.08,1.01,No,No,No,No,P04,No,9,No,No,,,0,,0,,Yes,,,,1
cbs2.com,MarkMonitor Inc.,,CBS Television Stations Digital Media Group,US,No,24.61,26.02,1.41,0.37,Yes,No,Yes,No,P09,No,4,No,No,,,0,,0,,Yes,,,,1
cbs4boston.com,MarkMonitor Inc.,,CBS Broadcasting Inc.,US,No,17.84,19.01,1.17,0.39,Yes,No,Yes,No,P09,No,10,No,No,,,0,,0,,Yes,,,,1
